,name,location,edition,restaurant_url,address
103,Meatless Miyagi	,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/meatless-miyagi-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 1, Scott Halls Mills, Leeds, LS72HR"
104,Noodle Inn Vegetarian,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/noodle-inn-vegetarian-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 1, Scott Halls Mills, Leeds, LS72HR"
105,Wings 'n Ribs in Wok,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/awesome-wings-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 1, Scott Halls Mills,Leeds, Leeds, LS72HR"
106,PROOVegan,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/proovegan-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 3, Scott Hall Mills, Leeds, LS72HR"
107,Fuji Bento	,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/fuji-bento-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 1, Scott Halls Mills, Leeds, LS72HR"
108,Ben & Jerry's Store,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/ben-and-jerrys-store-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Unit 1, Scott Hall Street, Leeds, LS72HR"
109,Remeo Gelato,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/remeo-gelato-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP,"Rear Ground Floor Warehouse, Scott Hall Street, Leeds, LS72HR"
110,WING·STOP,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/wingstop-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
111,🌴 Poke Shack 🌴,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/the-poke-shack-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
112,Patri Artisan Street Food and Drinks,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/patri-artisan-street-food-and-drinks?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London,, London, W37QE"
113,Dishoom,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/dishoom-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
114,Remedy Kitchen,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/remedy-kitchen-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
115,Tao Tao Ju ,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/tao-tao-ju-editions-acton?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
116,Yacob's Kitchen ,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/jacobs-kitchen-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, W3 7QE, London, W37QE"
117,Rice Bowl Company,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/rum-and-rice?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate,, London, W37QE"
118,Kanada-Ya Ramen Bar,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/kanada-ya-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 8, Mitre Way, Mitre Way Industrial Area, London, W106AU"
119,KKINI Korean Restaurant,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/kkini-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP,"Maida Vale Deliveroo Editions site, 8, Mitre Way, Mitre Bridge Industrial Estate, London Borough of Hammersmith and Fulham, London, Greater London, England, W10 6AU, United Kingdom, London, W106AU, London, W106AU"
120,Popeyes Louisiana Kitchen,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/popeyes-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP,"8, Mitre Way, Mitre Bridge Industrial Estate, W10 6AU, London, W106AU"
121,The Good Earth,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/the-good-earth-editions-bel?day=today&geohash=gcpv4073pfnr&time=ASAP,"Deliveroo Editions, Unit 8 Mitre Way, Mitre Bridge Industrial Estate, London Borough of Hammersmith and Fulham, London, London, W106AU, London, W106AU"
122,Bleecker Burger,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/bleecker-editions-mv?day=today&geohash=gcpv4073pfnr&time=ASAP,"Deliveroo Editions, Unit 8 Mitre Way, Mitre Bridge Industrial Estate, London Borough of Hammersmith and Fulham,, London, W106AU"
123,Mindful Chef,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/mindful-chef-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
124,TRIP CBD Store,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/trip-cbd-store-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP,"Unit 33, Acton Park Industrial Estate, London, W37QE"
125,Biryaniwalla by Patri,London,hammersmith,https://deliveroo.co.uk/menu/London/hammersmith/biryaniwalla-ealing?day=today&geohash=gcpv4073pfnr&time=ASAP,"103 Hammersmith Grove, London, London, W60NQ"
126,YUN Bento,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/yun-bento-editions-mdv?geohash=gcpv4073pfnr,"Unit 8, Mitre Way, White City, London, W106AU"
127,Tao Village Dim Sum,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/tao-village-dim-sum-editions-mdv?geohash=gcpv4073pfnr,"8 Mitre Way, London, W106AU"
128,Dishoom,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/dishoom-kings-cross?day=today&geohash=gcpv4ezcruym&time=ASAP,"Deliveroo Editions, Unit 8 Mitre Way, Mitre Bridge Industrial Estate, London Borough of Hammersmith and Fulham, London, London, W106AU"
129,Bronson's Burgers ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/bronsons-burgers-editions-brc?day=today&geohash=gcpv4ezcruym&time=ASAP,"2 Phoenix Industrial Estate Apsley Way, London, NW27LN"
130,Mindful Chef,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/mindful-chef-editions-mdv?day=today&geohash=gcpv4ezcruym&time=ASAP,"Unit 8, Mitre Way, White City, London, W106AU"
131,Tao Tao Ju 陶陶居 ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/tao-tao-ju-editions-brc?geohash=gcpv4ezcruym,"Phoenix Park, Aspley Way, Unit 2, London, NW27LN"
132,WING·STOP,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/wingstop-manchester-dk?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN, Manchester, M53AN"
133,🌿Wawin Vegan Chinese🌿 ,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/wawin-vegan-chinese-manchester?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester,, Manchester, M53AN"
134,The Athenian - Greek Gyros & Souvlaki ,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/the-athenian-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
135,Luxford Burgers,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/luxford-burgers-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
136,Zumuku Sushi,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/zumu-editions?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Salford Editions Unit 10, Manchester, Manchester, M53AN"
137,Proove Pizza,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/proove-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Salford Editions Unit 10, Manchester, Manchester, M53AN"
138,Poke Fuzion by ZUMU,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/poke-fuzion-uk?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Salford Editions Unit 10, Manchester, Manchester, M53AN"
139,Lower East Side 🍕 New York Style Pizza,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/lower-east-side-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
140,The Athenian - Vegan Greek Kitchen,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/the-athenian-plant-based-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
141,Sabor - Latin American,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/sabor-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
142,Bulked Loaded Fries,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/bulked-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
143,PROOVegan,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/proovegan-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry, Ordsall Lane, Manchester, M53AN"
144,TRIP CBD Store,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/trip-cbd-store-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP,"Unit 10, Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
145,Fuji Bento,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/karate-kid-bento-editions-manchester?day=tomorrow&geohash=gcw2hjwsdbgp&time=1230,"Salford Editions Unit 10, Manchester,Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
146,KYN Pan Asian by ZUMU,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/kyn-editions-sal?day=tomorrow&geohash=gcw2hjwsdbgp&time=1230,"Salford Editions Unit 10, Manchester, Manchester, M53AN"
147,Nomi Katsu 🇯🇵,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/nomi-katsu-editions-sal?geohash=gcw2hjwsdbgp,"Salford Editions Unit 10, Manchester,Foundry Business Park, Ordsall Lane, Salford, Manchester, M53AN"
148,Buns and Wings,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/buns-and-wings-editions-sal?geohash=gcw2hjwsdbgp,"Salford Editions Unit 10, Foundry Business Park,Ordsall Lane, Salford, Manchester, M53AN"
149,Yacob's Kitchen,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/jakobs-kitchen-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP,"Unit 9, British Wharf, Landmann Way, London, SE145RS"
150,Tao Tao Ju 陶陶居,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/tao-tao-ju-carlisle-lane?day=today&geohash=gcpuysr6ce42&time=ASAP,"145 Ormside Street, South Bermondsey London,, London, SE151TF"
151,Dishoom ,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/dishoom-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP,"145 Ormside Street, South Bermondsey, London, SE151TF"
152,Shake Shack – Burgers & Shakes,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/shake-shack-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP,"Unit 9, British Wharf, Landmann Way, London, SE145RS"
153,Pho,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/pho-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP,"145 Ormside Street, London, SE151TF"
154,Bronson's Burgers,London,south-bermondsey-area,https://deliveroo.co.uk/menu/London/south-bermondsey-area/bronsons-burgers-ormside-street?day=today&geohash=gcpuysr6ce42&time=ASAP,"107 Ormside Street, London, SE151TF"
155,Poke Shack,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/poke-shack-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP,"Unit 9, British Wharf, Landmann Way, London, SE145RS"
156,Bleecker Burger,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/bleecker-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP,"Unit 9, British Wharf, Landmann Way, London, SE145RS"
157,Remedy Kitchen,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/remedy-kitchen-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP,"9 British Wharf Landmann Way, London, SE145RS"
158,WING·STOP,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/wingstop-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP,"145 Ormside Street, London, SE151TF"
159,Jude's Ice Cream,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/judes-ice-cream-editions-sur?day=today&geohash=gcpuysr6ce42&time=ASAP,"Unit 9, British Wharf, Landmann Way, London, SE145RS"
160,Zing Zing ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/zing-zing-editions-dul?day=today&geohash=gcpuysr6ce42&time=ASAP,"Units 3 & 4 Dulwich Business Centre Dulwich, London, SE231AG"
161,Coqfighter ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/coqfighter-editions-dul?day=today&geohash=gcpuysr6ce42&time=ASAP,"Units 3 & 4 Dulwich Business Centre, Dulwich, London, SE231AG"
162,Trip CBD Store ,London,south-bermondsey-area,https://deliveroo.co.uk/menu/London/south-bermondsey-area/trip-cbd-store-peckham?day=today&geohash=gcpuysr6ce42&time=ASAP,"107-109 Ormside Street, London, SE151TF"
163,Popeyes Louisiana Kitchen,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/popeyes-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP,"Units 3 & 4 Dulwich Business Centre, Dulwich, London, SE231AG"
164,Dishoom ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/dishoom-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP,"Units 3 & 4 Dulwich Business Centre, London, SE231AG"
165,Pho,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/pho-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP,"Units 3 & 4 Dulwich Business Centre, Dulwich, London, SE231AG"
166,WING·STOP,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/wingstop-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP,"Pheonix Park, Apsley Way, Unit 2, London, NW27LN"
167,Pho,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/pho-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP,"Phoenix Park, Apsley Way, Unit 2, London, NW27LN"
168,Mindful Chef ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/mindful-chef-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP,"Phoenix Park, Apsley Way, Unit 2, London, NW27LN"
169,TRIP CBD Store,London,west-hendon,https://deliveroo.co.uk/menu/London/west-hendon/trip-cbd-store-colindale?day=today&geohash=gcpv6ed34vp4&time=ASAP,"Knightsbridge House, Hool Close, London, NW98XG"
170,The Athenian | Greek Gyros & Souvlaki,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/the-athenian-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
171,Noodle Inn,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/noodle-inn-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Salisbury Street, Nottingham, NG72BQ"
172,Nomi Katsu 🇯🇵	,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/nomi-katsu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
173,Luxford Burgers,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/luxford-burgers-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"Unit 1,Redwood Court, Salisbury Street, Nottingham, NG72BQ"
174,Awesome Chinese,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/awesome-chinese-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court,Faraday Road, Nottingham, Nottingham, NG72BQ"
175,Zumuku Sushi	,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/zumu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
176,Pasta Evangelists,Nottingham,nottingham-city-centre,https://deliveroo.co.uk/menu/Nottingham/nottingham-city-centre/pasta-evangelists-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"100 Alfreton Rd, Radford, Nottingham NG7 3NS, Nottingham, NG73NS"
177,The Athenian - Vegan Greek Kitchen,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/the-athenian-plant-based-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
178,Poke Fuzion,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/poke-fuzion-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
179,Twisted Kimchi ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/twisted-kimchi-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
180,Katsu ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/katsu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
181,La Mei Zi Dim Sum and Sichuan Kitchen,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/la-mei-zi-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Salisbury Street, Nottingham, NG72BQ"
182,Sabor,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/sabor-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"Unit 1,Redwood Court, Salisbury Street, Nottingham, NG72BQ"
183,Bulked,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/bulked-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"Unit 1, Redwood Court, Salisbury Street, Nottingham, NG72BQ"
184,Ben & Jerry's Store,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/ben-and-jerrys-store-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
185,TRIP CBD Store ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/trip-cbd-store-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"Unit 1, Redwood Court, Salisbury Street, Nottingham, NG72BQ"
186,Remeo Gelato,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/remeo-gelato-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
187,WAWIN Vegan Chinese,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/wawin-vegan-chinese-editions-ntg?day=tomorrow&geohash=gcrjm0h9b43k&time=1645,"Unit 1,Redwood Court, Salisbury Street, Nottingham, NG72BQ"
188,Miyagi Bento and Donburi,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/miyagi-bento-and-donburi-editions-ntg?geohash=gcrjm0h9b43k,"1 Redwood Court, Faraday Road, Nottingham, NG72BQ"
189,Ben & Jerry's Store - Edition - CAT,London,blackwall,https://deliveroo.co.uk/menu/London/blackwall/ben-and-jerrys-store-editions-blw?geohash=u10j05846jny,"Blackwall Car Park, Prestage Way, London, E149QE"
190,Lolo Poke,London,blackwall,https://deliveroo.co.uk/menu/London/blackwall/lolo-poke-editions-blw?geohash=u10j05846jny,"Blackwall, London, E149QE"
191,WINGSTOP,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/wingstop-enfield-dk?day=today&geohash=gcpvybj0n01b&time=ASAP,"Unit 6 Great Cambridge Industrial Estate Lincoln Road, London, EN11SH"
192,Bronson’s Burgers,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/bronsons-burgers-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP,"Unit 6, Great Cambridge Industrial Estate, London, EN11SH"
193,Mindful Chef ,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/mindful-chef-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP,"Unit 6, Great Cambridge Industrial Estate, London, EN11SH"
194,TRIP CBD Store ,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/trip-cbd-store-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP,"Unit 6, Great Cambridge Industrial Estate Lincoln Road, London, EN11SH"
195,WING·STOP,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/wingstop-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1 Glenfrome Road, Bristol, BS56XX"
196,Sushi Shop,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/sushi-shop-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1 Glenfrome House, Bristol, BS56XX"
197,Oowee Diner,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/oowee-diner-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
198,Kokoro: Chicken katsu & sushi,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/kokoro-editions-bristol?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
199,The Athenian | Greek Gyros & Souvlaki,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/the-athenian-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, Bristol, BS56XX"
200,Koh Thai,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/koh-thai-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol,, Bristol, BS56XX"
201,Zumuku,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/zumu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
202,Pasta Evangelists ,Bristol,montpelier-station,https://deliveroo.co.uk/menu/Bristol/montpelier-station/pasta-evangelists-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"196 Cheltenham Rd, Cotham, Bristol BS6 5RB, Bristol, BS65RB"
203,Pokai,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/pokai-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"House Unit 1 Glenfrome Road, Bristol, BS56XX"
204,Nomi Katsu Editions,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/nomi-katsu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1 Glenfrome House, Bristol, BS56XX"
205,Poke Fusion,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/poke-fusion-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
206,The Athenian - Vegan Greek Kitchen,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/the-athenian-plant-based-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
207,Mindful Chef,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/mindful-chef-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
208,TRIP CBD Store,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/trip-cbd-store-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP,"Unit 1, Glenfrome House, Bristol, BS56XX"
209,WING·STOP,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/wingstop-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP,"1-3 Scotland Street, Glasgow, G58JY"
210,The Athenian - Greek Gyros & Halloumi Fries,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/the-athenian-editions-glasgow?day=today&geohash=gcuvwzjhqpyr&time=ASAP,"1-3 Scotland Street, Glasgow, G58NB"
211,Luxford Burgers,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/luxford-burgers-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP,"1-3 Scotland Street, Glasgow, G58NB"
212,The Poke Shack ,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/poke-shack-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP,"1-3 Scotland Street, Glasgow, G58NB"
213,The Athenian - Vegan Greek Kitchen,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/the-athenian-plant-based-editions-glasgow?day=today&geohash=gcuvwzjhqpyr&time=ASAP,"1-3 Scotland Street, Glasgow, G58NB"
