,name,location,edition,restaurant_url
99,Mr Miyagi Ramen & Udon 宫城手作拉面+乌冬,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/mr-miyagi-ramen-and-bao-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
100,Sabor,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/sabor-editions-lee?day=today&geohash=gcwfhugpwsj5&time=ASAP
101,Bulked Loaded Fries,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/bulked-editions-lee?day=today&geohash=gcwfhugpwsj5&time=ASAP
102,The Athenian - Vegan Greek Kitchen,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/the-athenian-plant-based-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
103,Meatless Miyagi	,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/meatless-miyagi-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
104,Noodle Inn Vegetarian,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/noodle-inn-vegetarian-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
105,Wings 'n Ribs in Wok,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/awesome-wings-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
106,PROOVegan,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/proovegan-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
107,Fuji Bento	,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/fuji-bento-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
108,Ben & Jerry's Store,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/ben-and-jerrys-store-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
109,Remeo Gelato,Leeds,editions-in-leeds,https://deliveroo.co.uk/menu/Leeds/editions-in-leeds/remeo-gelato-editions-chr?day=today&geohash=gcwfhugpwsj5&time=ASAP
110,WING·STOP,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/wingstop-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
111,🌴 Poke Shack 🌴,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/the-poke-shack-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
112,Patri Artisan Street Food and Drinks,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/patri-artisan-street-food-and-drinks?day=today&geohash=gcpv4073pfnr&time=ASAP
113,Dishoom,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/dishoom-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
114,Remedy Kitchen,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/remedy-kitchen-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
115,Tao Tao Ju ,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/tao-tao-ju-editions-acton?day=today&geohash=gcpv4073pfnr&time=ASAP
116,Yacob's Kitchen ,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/jacobs-kitchen-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
117,Rice Bowl Company,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/rum-and-rice?day=today&geohash=gcpv4073pfnr&time=ASAP
118,Kanada-Ya Ramen Bar,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/kanada-ya-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP
119,KKINI Korean Restaurant,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/kkini-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP
120,Popeyes Louisiana Kitchen,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/popeyes-editions-mdv?day=today&geohash=gcpv4073pfnr&time=ASAP
121,The Good Earth,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/the-good-earth-editions-bel?day=today&geohash=gcpv4073pfnr&time=ASAP
122,Bleecker Burger,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/bleecker-editions-mv?day=today&geohash=gcpv4073pfnr&time=ASAP
123,Mindful Chef,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/mindful-chef-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
124,TRIP CBD Store,London,acton-editions,https://deliveroo.co.uk/menu/London/acton-editions/trip-cbd-store-editions-act?day=today&geohash=gcpv4073pfnr&time=ASAP
125,Biryaniwalla by Patri,London,hammersmith,https://deliveroo.co.uk/menu/London/hammersmith/biryaniwalla-ealing?day=today&geohash=gcpv4073pfnr&time=ASAP
126,YUN Bento,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/yun-bento-editions-mdv?geohash=gcpv4073pfnr
127,Tao Village Dim Sum,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/tao-village-dim-sum-editions-mdv?geohash=gcpv4073pfnr
128,Dishoom,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/dishoom-kings-cross?day=today&geohash=gcpv4ezcruym&time=ASAP
129,Bronson's Burgers ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/bronsons-burgers-editions-brc?day=today&geohash=gcpv4ezcruym&time=ASAP
130,Mindful Chef,London,maida-vale-editions,https://deliveroo.co.uk/menu/London/maida-vale-editions/mindful-chef-editions-mdv?day=today&geohash=gcpv4ezcruym&time=ASAP
131,Tao Tao Ju 陶陶居 ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/tao-tao-ju-editions-brc?geohash=gcpv4ezcruym
132,WING·STOP,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/wingstop-manchester-dk?day=today&geohash=gcw2hjwsdbgp&time=ASAP
133,🌿Wawin Vegan Chinese🌿 ,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/wawin-vegan-chinese-manchester?day=today&geohash=gcw2hjwsdbgp&time=ASAP
134,The Athenian - Greek Gyros & Souvlaki ,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/the-athenian-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
135,Luxford Burgers,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/luxford-burgers-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP
136,Zumuku Sushi,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/zumu-editions?day=today&geohash=gcw2hjwsdbgp&time=ASAP
137,Proove Pizza,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/proove-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
138,Poke Fuzion by ZUMU,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/poke-fuzion-uk?day=today&geohash=gcw2hjwsdbgp&time=ASAP
139,Lower East Side 🍕 New York Style Pizza,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/lower-east-side-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
140,The Athenian - Vegan Greek Kitchen,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/the-athenian-plant-based-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
141,Sabor - Latin American,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/sabor-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP
142,Bulked Loaded Fries,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/bulked-editions-man?day=today&geohash=gcw2hjwsdbgp&time=ASAP
143,PROOVegan,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/proovegan-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
144,TRIP CBD Store,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/trip-cbd-store-editions-sal?day=today&geohash=gcw2hjwsdbgp&time=ASAP
145,Fuji Bento,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/karate-kid-bento-editions-manchester?day=tomorrow&geohash=gcw2hjwsdbgp&time=1230
146,KYN Pan Asian by ZUMU,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/kyn-editions-sal?day=tomorrow&geohash=gcw2hjwsdbgp&time=1230
147,Nomi Katsu 🇯🇵,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/nomi-katsu-editions-sal?geohash=gcw2hjwsdbgp
148,Buns and Wings,Manchester,editions-ordsall,https://deliveroo.co.uk/menu/Manchester/editions-ordsall/buns-and-wings-editions-sal?geohash=gcw2hjwsdbgp
149,Yacob's Kitchen,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/jakobs-kitchen-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP
150,Tao Tao Ju 陶陶居,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/tao-tao-ju-carlisle-lane?day=today&geohash=gcpuysr6ce42&time=ASAP
