,name,location,edition,restaurant_url
151,Dishoom ,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/dishoom-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP
152,Shake Shack – Burgers & Shakes,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/shake-shack-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP
153,Pho,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/pho-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP
154,Bronson's Burgers,London,south-bermondsey-area,https://deliveroo.co.uk/menu/London/south-bermondsey-area/bronsons-burgers-ormside-street?day=today&geohash=gcpuysr6ce42&time=ASAP
155,Poke Shack,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/poke-shack-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP
156,Bleecker Burger,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/bleecker-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP
157,Remedy Kitchen,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/remedy-kitchen-editions-bsy?day=today&geohash=gcpuysr6ce42&time=ASAP
158,WING·STOP,London,bsy-2-editions,https://deliveroo.co.uk/menu/London/bsy-2-editions/wingstop-editions-ber?day=today&geohash=gcpuysr6ce42&time=ASAP
159,Jude's Ice Cream,London,bsy-1-editions,https://deliveroo.co.uk/menu/London/bsy-1-editions/judes-ice-cream-editions-sur?day=today&geohash=gcpuysr6ce42&time=ASAP
160,Zing Zing ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/zing-zing-editions-dul?day=today&geohash=gcpuysr6ce42&time=ASAP
161,Coqfighter ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/coqfighter-editions-dul?day=today&geohash=gcpuysr6ce42&time=ASAP
162,Trip CBD Store ,London,south-bermondsey-area,https://deliveroo.co.uk/menu/London/south-bermondsey-area/trip-cbd-store-peckham?day=today&geohash=gcpuysr6ce42&time=ASAP
163,Popeyes Louisiana Kitchen,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/popeyes-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP
164,Dishoom ,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/dishoom-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP
165,Pho,London,honor-oak-park,https://deliveroo.co.uk/menu/London/honor-oak-park/pho-editions-dul?day=today&geohash=gcpuwvtr0mk9&time=ASAP
166,WING·STOP,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/wingstop-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP
167,Pho,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/pho-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP
168,Mindful Chef ,London,brent-cross-editions,https://deliveroo.co.uk/menu/London/brent-cross-editions/mindful-chef-editions-brc?day=today&geohash=gcpv6ed34vp4&time=ASAP
169,TRIP CBD Store,London,west-hendon,https://deliveroo.co.uk/menu/London/west-hendon/trip-cbd-store-colindale?day=today&geohash=gcpv6ed34vp4&time=ASAP
170,The Athenian | Greek Gyros & Souvlaki,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/the-athenian-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
171,Noodle Inn,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/noodle-inn-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
172,Nomi Katsu 🇯🇵	,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/nomi-katsu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
173,Luxford Burgers,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/luxford-burgers-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
174,Awesome Chinese,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/awesome-chinese-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
175,Zumuku Sushi	,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/zumu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
176,Pasta Evangelists,Nottingham,nottingham-city-centre,https://deliveroo.co.uk/menu/Nottingham/nottingham-city-centre/pasta-evangelists-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
177,The Athenian - Vegan Greek Kitchen,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/the-athenian-plant-based-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
178,Poke Fuzion,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/poke-fuzion-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
179,Twisted Kimchi ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/twisted-kimchi-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
180,Katsu ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/katsu-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
181,La Mei Zi Dim Sum and Sichuan Kitchen,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/la-mei-zi-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
182,Sabor,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/sabor-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
183,Bulked,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/bulked-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
184,Ben & Jerry's Store,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/ben-and-jerrys-store-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
185,TRIP CBD Store ,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/trip-cbd-store-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
186,Remeo Gelato,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/remeo-gelato-editions-ntg?day=today&geohash=gcrjm0h9b43k&time=ASAP
187,WAWIN Vegan Chinese,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/wawin-vegan-chinese-editions-ntg?day=tomorrow&geohash=gcrjm0h9b43k&time=1645
188,Miyagi Bento and Donburi,Nottingham,nottingham-editions,https://deliveroo.co.uk/menu/Nottingham/nottingham-editions/miyagi-bento-and-donburi-editions-ntg?geohash=gcrjm0h9b43k
189,Ben & Jerry's Store - Edition - CAT,London,blackwall,https://deliveroo.co.uk/menu/London/blackwall/ben-and-jerrys-store-editions-blw?geohash=u10j05846jny
190,Lolo Poke,London,blackwall,https://deliveroo.co.uk/menu/London/blackwall/lolo-poke-editions-blw?geohash=u10j05846jny
191,WINGSTOP,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/wingstop-enfield-dk?day=today&geohash=gcpvybj0n01b&time=ASAP
192,Bronson’s Burgers,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/bronsons-burgers-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP
193,Mindful Chef ,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/mindful-chef-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP
194,TRIP CBD Store ,London,jubilee-park-lee-valley,https://deliveroo.co.uk/menu/London/jubilee-park-lee-valley/trip-cbd-store-editions-plg?day=today&geohash=gcpvybj0n01b&time=ASAP
195,WING·STOP,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/wingstop-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
196,Sushi Shop,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/sushi-shop-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
197,Oowee Diner,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/oowee-diner-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
198,Kokoro: Chicken katsu & sushi,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/kokoro-editions-bristol?day=today&geohash=gcnhvd602txg&time=ASAP
199,The Athenian | Greek Gyros & Souvlaki,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/the-athenian-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
200,Koh Thai,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/koh-thai-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
201,Zumuku,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/zumu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
202,Pasta Evangelists ,Bristol,montpelier-station,https://deliveroo.co.uk/menu/Bristol/montpelier-station/pasta-evangelists-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
203,Pokai,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/pokai-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
204,Nomi Katsu Editions,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/nomi-katsu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
205,Poke Fusion,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/poke-fusion-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
206,The Athenian - Vegan Greek Kitchen,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/the-athenian-plant-based-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
207,Mindful Chef,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/mindful-chef-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
208,TRIP CBD Store,Bristol,bristol-editions-site,https://deliveroo.co.uk/menu/Bristol/bristol-editions-site/trip-cbd-store-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
209,WING·STOP,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/wingstop-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
210,The Athenian - Greek Gyros & Halloumi Fries,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/the-athenian-editions-glasgow?day=today&geohash=gcuvwzjhqpyr&time=ASAP
211,Luxford Burgers,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/luxford-burgers-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
212,The Poke Shack ,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/poke-shack-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
213,The Athenian - Vegan Greek Kitchen,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/the-athenian-plant-based-editions-glasgow?day=today&geohash=gcuvwzjhqpyr&time=ASAP
214,Sabor - Latin American,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/sabor-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
215,Bulked - Loaded Fries,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/bulked-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
216,Mindful Chef,Glasgow,glasgow-editions,https://deliveroo.co.uk/menu/Glasgow/glasgow-editions/mindful-chef-editions-glg?day=today&geohash=gcuvwzjhqpyr&time=ASAP
217,Sprigg - Ingram Street,Glasgow,glasgow-city-centre,https://deliveroo.co.uk/menu/Glasgow/glasgow-city-centre/sprigg-ingram-st?geohash=gcuvwzjhqpyr
